最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第5150次迭代：f(x_i)=2.284189768207357e-06, x_1=9.984887696782270e-01,x_2=9.969778926742228e-01
第5151次迭代：f(x_i)=2.280172123570394e-06, x_1=9.984922367762338e-01,x_2=9.969784872507017e-01
第5152次迭代：f(x_i)=2.276161745060494e-06, x_1=9.984914277874143e-01,x_2=9.969832036085466e-01
第5153次迭代：f(x_i)=2.272158630353949e-06, x_1=9.984948883825593e-01,x_2=9.969837973402327e-01
第5154次迭代：f(x_i)=2.268162034100978e-06, x_1=9.984940811793280e-01,x_2=9.969885052095101e-01
第5155次迭代：f(x_i)=2.264173352019327e-06, x_1=9.984975353309601e-01,x_2=9.969890980739666e-01
第5156次迭代：f(x_i)=2.260190534918402e-06, x_1=9.984967298624998e-01,x_2=9.969937974935089e-01
第5157次迭代：f(x_i)=2.256216188935441e-06, x_1=9.985001776295932e-01,x_2=9.969943894684740e-01
第5158次迭代：f(x_i)=2.252247146916958e-06, x_1=9.984993731109232e-01,x_2=9.969990847636878e-01
第5159次迭代：f(x_i)=2.248283705687399e-06, x_1=9.985028144859434e-01,x_2=9.969996734379695e-01
第5160次迭代：f(x_i)=2.244324667163998e-06, x_1=9.985020144182517e-01,x_2=9.970043652752537e-01
第5161次迭代：f(x_i)=2.240373774827564e-06, x_1=9.985054512378463e-01,x_2=9.970049521597765e-01
第5162次迭代：f(x_i)=2.236430152073769e-06, x_1=9.985046514853597e-01,x_2=9.970096338559218e-01
第5163次迭代：f(x_i)=2.232493775727316e-06, x_1=9.985080816262148e-01,x_2=9.970102200204771e-01
第5164次迭代：f(x_i)=2.228563500758849e-06, x_1=9.985072834190660e-01,x_2=9.970148958048565e-01
第5165次迭代：f(x_i)=2.224639499131069e-06, x_1=9.985107091124820e-01,x_2=9.970154801400419e-01
第5166次迭代：f(x_i)=2.220724613180594e-06, x_1=9.985099114064363e-01,x_2=9.970201442389968e-01
第5167次迭代：f(x_i)=2.216816201256311e-06, x_1=9.985133291944948e-01,x_2=9.970207284824434e-01
第5168次迭代：f(x_i)=2.212913393017369e-06, x_1=9.985125340003426e-01,x_2=9.970253876931899e-01
第5169次迭代：f(x_i)=2.209017181285217e-06, x_1=9.985159474492351e-01,x_2=9.970259700674589e-01
第5170次迭代：f(x_i)=2.205129740664227e-06, x_1=9.985151526620485e-01,x_2=9.970306176802138e-01
第5171次迭代：f(x_i)=2.201248921717223e-06, x_1=9.985185583257985e-01,x_2=9.970311999169256e-01
第5172次迭代：f(x_i)=2.197373559393720e-06, x_1=9.985177659498014e-01,x_2=9.970358427047076e-01
第5173次迭代：f(x_i)=2.193504768663049e-06, x_1=9.985211673814151e-01,x_2=9.970364230330051e-01
第5174次迭代：f(x_i)=2.189644750750898e-06, x_1=9.985203753195973e-01,x_2=9.970410543094088e-01
第5175次迭代：f(x_i)=2.185791159050779e-06, x_1=9.985237690847539e-01,x_2=9.970416344550453e-01
第5176次迭代：f(x_i)=2.181943218961199e-06, x_1=9.985229793347052e-01,x_2=9.970462609690225e-01
第5177次迭代：f(x_i)=2.178101485979409e-06, x_1=9.985263689735430e-01,x_2=9.970468391675642e-01
第5178次迭代：f(x_i)=2.174268865365031e-06, x_1=9.985255794462060e-01,x_2=9.970514542559737e-01
第5179次迭代：f(x_i)=2.170442140739174e-06, x_1=9.985289615357771e-01,x_2=9.970520322274481e-01
第5180次迭代：f(x_i)=2.166621596187277e-06, x_1=9.985281746656363e-01,x_2=9.970566400176786e-01
第5181次迭代：f(x_i)=2.162808550596930e-06, x_1=9.985315505917799e-01,x_2=9.970572170756854e-01
第5182次迭代：f(x_i)=2.159001313782909e-06, x_1=9.985307648343716e-01,x_2=9.970618192517922e-01
第5183次迭代：f(x_i)=2.155199876426610e-06, x_1=9.985341367911067e-01,x_2=9.970623943054967e-01
第5184次迭代：f(x_i)=2.151407920260799e-06, x_1=9.985333515639248e-01,x_2=9.970669825946670e-01
第5185次迭代：f(x_i)=2.147623182178426e-06, x_1=9.985367175340659e-01,x_2=9.970675590278564e-01
第5186次迭代：f(x_i)=2.143848103786765e-06, x_1=9.985359310192738e-01,x_2=9.970721343778970e-01
第5187次迭代：f(x_i)=2.140078307921054e-06, x_1=9.985392893077794e-01,x_2=9.970727106779769e-01
第5188次迭代：f(x_i)=2.136314942236052e-06, x_1=9.985385054551031e-01,x_2=9.970772796928757e-01
第5189次迭代：f(x_i)=2.132558033384097e-06, x_1=9.985418582565575e-01,x_2=9.970778547686926e-01
第5190次迭代：f(x_i)=2.128808339161955e-06, x_1=9.985410757668515e-01,x_2=9.970824133895014e-01
第5191次迭代：f(x_i)=2.125066179942386e-06, x_1=9.985444231702985e-01,x_2=9.970829886588700e-01
第5192次迭代：f(x_i)=2.121332317719027e-06, x_1=9.985436403273342e-01,x_2=9.970875339616619e-01
第5193次迭代：f(x_i)=2.117605767214809e-06, x_1=9.985469791640692e-01,x_2=9.970881095615287e-01
第5194次迭代：f(x_i)=2.113882635243560e-06, x_1=9.985461991849914e-01,x_2=9.970926522683223e-01
第5195次迭代：f(x_i)=2.110166536070617e-06, x_1=9.985495329225282e-01,x_2=9.970932250202960e-01
第5196次迭代：f(x_i)=2.106455114194688e-06, x_1=9.985487554094352e-01,x_2=9.970977615253256e-01
第5197次迭代：f(x_i)=2.102751558548790e-06, x_1=9.985520838754242e-01,x_2=9.970983329732456e-01
第5198次迭代：f(x_i)=2.099053777560598e-06, x_1=9.985513071004263e-01,x_2=9.971028618034228e-01
第5199次迭代：f(x_i)=2.095362683169930e-06, x_1=9.985546303468583e-01,x_2=9.971034319282566e-01
第5200次迭代：f(x_i)=2.091678532549601e-06, x_1=9.985538547044315e-01,x_2=9.971079505649399e-01
第5201次迭代：f(x_i)=2.088001731246389e-06, x_1=9.985571728185086e-01,x_2=9.971085207725963e-01
第5202次迭代：f(x_i)=2.084333330792335e-06, x_1=9.985563966089186e-01,x_2=9.971130263167742e-01
第5203次迭代：f(x_i)=2.080671669268696e-06, x_1=9.985597064481633e-01,x_2=9.971135967437619e-01
第5204次迭代：f(x_i)=2.077014006410056e-06, x_1=9.985589328611902e-01,x_2=9.971180998229926e-01
第5205次迭代：f(x_i)=2.073362417430629e-06, x_1=9.985622378618895e-01,x_2=9.971186673192275e-01
第5206次迭代：f(x_i)=2.069716453139721e-06, x_1=9.985614665042819e-01,x_2=9.971231643587907e-01
第5207次迭代：f(x_i)=2.066076994576144e-06, x_1=9.985647664946276e-01,x_2=9.971237304550539e-01
第5208次迭代：f(x_i)=2.062444623632204e-06, x_1=9.985639960899046e-01,x_2=9.971282174587318e-01
第5209次迭代：f(x_i)=2.058819103218015e-06, x_1=9.985672890246582e-01,x_2=9.971287831853798e-01
第5210次迭代：f(x_i)=2.055198426106299e-06, x_1=9.985665207551667e-01,x_2=9.971332642138649e-01
第5211次迭代：f(x_i)=2.051584872646617e-06, x_1=9.985698087832761e-01,x_2=9.971338285024740e-01
第5212次迭代：f(x_i)=2.047977771170691e-06, x_1=9.985690409437585e-01,x_2=9.971383020999950e-01
第5213次迭代：f(x_i)=2.044376106440153e-06, x_1=9.985723241151854e-01,x_2=9.971388649324622e-01
第5214次迭代：f(x_i)=2.040782566376782e-06, x_1=9.985715570971583e-01,x_2=9.971433286103167e-01
第5215次迭代：f(x_i)=2.037194580940677e-06, x_1=9.985748333762717e-01,x_2=9.971438910121458e-01
第5216次迭代：f(x_i)=2.033612723666896e-06, x_1=9.985740683563256e-01,x_2=9.971483488093779e-01
第5217次迭代：f(x_i)=2.030036467050637e-06, x_1=9.985773398806767e-01,x_2=9.971489097178198e-01
第5218次迭代：f(x_i)=2.026468151371549e-06, x_1=9.985765755948102e-01,x_2=9.971533576726204e-01
第5219次迭代：f(x_i)=2.022905402037807e-06, x_1=9.985798403355673e-01,x_2=9.971539181097472e-01
第5220次迭代：f(x_i)=2.019348761760574e-06, x_1=9.985790779566753e-01,x_2=9.971583602467301e-01
第5221次迭代：f(x_i)=2.015797583680705e-06, x_1=9.985823380434057e-01,x_2=9.971589191537688e-01
第5222次迭代：f(x_i)=2.012254463769893e-06, x_1=9.985815763124025e-01,x_2=9.971633515248257e-01
第5223次迭代：f(x_i)=2.008716623627354e-06, x_1=9.985848297229156e-01,x_2=9.971639099204954e-01
第5224次迭代：f(x_i)=2.005185170397061e-06, x_1=9.985840702381394e-01,x_2=9.971683340358385e-01
第5225次迭代：f(x_i)=2.001660580558057e-06, x_1=9.985873170278362e-01,x_2=9.971688918992363e-01
第5226次迭代：f(x_i)=1.998140791427699e-06, x_1=9.985865593139632e-01,x_2=9.971733102905579e-01
第5227次迭代：f(x_i)=1.994627538451798e-06, x_1=9.985898015998633e-01,x_2=9.971738665691603e-01
第5228次迭代：f(x_i)=1.991121239837719e-06, x_1=9.985890444049585e-01,x_2=9.971782753089061e-01
第5229次迭代：f(x_i)=1.987621071779625e-06, x_1=9.985922801754181e-01,x_2=9.971788310161115e-01
第5230次迭代：f(x_i)=1.984126427396759e-06, x_1=9.985915246632406e-01,x_2=9.971832340930209e-01
第5231次迭代：f(x_i)=1.980637444298652e-06, x_1=9.985947560277603e-01,x_2=9.971837881800494e-01
第5232次迭代：f(x_i)=1.977156265854288e-06, x_1=9.985940009513246e-01,x_2=9.971881816801095e-01
第5233次迭代：f(x_i)=1.973680204781249e-06, x_1=9.985972259045121e-01,x_2=9.971887351572017e-01
第5234次迭代：f(x_i)=1.970210668967881e-06, x_1=9.985964728492829e-01,x_2=9.971931205768120e-01
第5235次迭代：f(x_i)=1.966747445676374e-06, x_1=9.985996914448240e-01,x_2=9.971936734238630e-01
第5236次迭代：f(x_i)=1.963289549119926e-06, x_1=9.985989399406174e-01,x_2=9.971980532720190e-01
第5237次迭代：f(x_i)=1.959837284803008e-06, x_1=9.986021542761593e-01,x_2=9.971986044461519e-01
第5238次迭代：f(x_i)=1.956392819356744e-06, x_1=9.986014030831921e-01,x_2=9.972029748291565e-01
第5239次迭代：f(x_i)=1.952953233633688e-06, x_1=9.986046111633063e-01,x_2=9.972035253355825e-01
第5240次迭代：f(x_i)=1.949520394070662e-06, x_1=9.986038618593700e-01,x_2=9.972078877416083e-01
第5241次迭代：f(x_i)=1.946093404645964e-06, x_1=9.986070637367497e-01,x_2=9.972084375606833e-01
第5242次迭代：f(x_i)=1.942672187132943e-06, x_1=9.986063162770367e-01,x_2=9.972127920245493e-01
第5243次迭代：f(x_i)=1.939257712373327e-06, x_1=9.986095120040370e-01,x_2=9.972133411367862e-01
第5244次迭代：f(x_i)=1.935848111902290e-06, x_1=9.986087659226923e-01,x_2=9.972176901493507e-01
第5245次迭代：f(x_i)=1.932444300967746e-06, x_1=9.986119575811853e-01,x_2=9.972182375197284e-01
第5246次迭代：f(x_i)=1.929048083605349e-06, x_1=9.986112116479123e-01,x_2=9.972225772142425e-01
第5247次迭代：f(x_i)=1.925656632919651e-06, x_1=9.986143972557970e-01,x_2=9.972231238412460e-01
第5248次迭代：f(x_i)=1.922272017235115e-06, x_1=9.986136530381572e-01,x_2=9.972274556950120e-01
第5249次迭代：f(x_i)=1.918892847013477e-06, x_1=9.986168326468399e-01,x_2=9.972280015595936e-01
第5250次迭代：f(x_i)=1.915519827906703e-06, x_1=9.986160901012485e-01,x_2=9.972323256067307e-01
第5251次迭代：f(x_i)=1.912152858993363e-06, x_1=9.986192637618120e-01,x_2=9.972328706899923e-01
第5252次迭代：f(x_i)=1.908791431043346e-06, x_1=9.986185228449921e-01,x_2=9.972371869644440e-01
第5253次迭代：f(x_i)=1.905436584903331e-06, x_1=9.986216906081995e-01,x_2=9.972377312476360e-01
第5254次迭代：f(x_i)=1.902086742037636e-06, x_1=9.986209508593845e-01,x_2=9.972420422179088e-01
第5255次迭代：f(x_i)=1.898742201532375e-06, x_1=9.986241147879439e-01,x_2=9.972425846755525e-01
第5256次迭代：f(x_i)=1.895405676099941e-06, x_1=9.986233756650804e-01,x_2=9.972468825749332e-01
第5257次迭代：f(x_i)=1.892075913359251e-06, x_1=9.986265325820943e-01,x_2=9.972474261764086e-01
第5258次迭代：f(x_i)=1.888751814545941e-06, x_1=9.986257939558209e-01,x_2=9.972517169145300e-01
第5259次迭代：f(x_i)=1.885433069526757e-06, x_1=9.986289461320311e-01,x_2=9.972522591567554e-01
第5260次迭代：f(x_i)=1.882121383759426e-06, x_1=9.986282083810690e-01,x_2=9.972565403423452e-01
第5261次迭代：f(x_i)=1.878815305534182e-06, x_1=9.986313538567864e-01,x_2=9.972570822124848e-01
第5262次迭代：f(x_i)=1.875514301725531e-06, x_1=9.986306181132413e-01,x_2=9.972613577230455e-01
第5263次迭代：f(x_i)=1.872219096184100e-06, x_1=9.986337589431493e-01,x_2=9.972618981995945e-01
第5264次迭代：f(x_i)=1.868930485525357e-06, x_1=9.986330239937018e-01,x_2=9.972661642303376e-01
第5265次迭代：f(x_i)=1.865647790336149e-06, x_1=9.986361582248120e-01,x_2=9.972667042970795e-01
第5266次迭代：f(x_i)=1.862369852715195e-06, x_1=9.986354251980516e-01,x_2=9.972709647116479e-01
第5267次迭代：f(x_i)=1.859097887296226e-06, x_1=9.986385548772351e-01,x_2=9.972715033509685e-01
第5268次迭代：f(x_i)=1.855832321667885e-06, x_1=9.986378225645020e-01,x_2=9.972757543577473e-01
第5269次迭代：f(x_i)=1.852572712575572e-06, x_1=9.986409457453227e-01,x_2=9.972762925501232e-01
第5270次迭代：f(x_i)=1.849317810168901e-06, x_1=9.986402152716517e-01,x_2=9.972805379989700e-01
第5271次迭代：f(x_i)=1.846068790001946e-06, x_1=9.986433339933417e-01,x_2=9.972810747305909e-01
第5272次迭代：f(x_i)=1.842826237224588e-06, x_1=9.986426041547447e-01,x_2=9.972853108430039e-01
第5273次迭代：f(x_i)=1.839589421713557e-06, x_1=9.986457164772747e-01,x_2=9.972858470911128e-01
第5274次迭代：f(x_i)=1.836357521491345e-06, x_1=9.986449883951932e-01,x_2=9.972900777032384e-01
第5275次迭代：f(x_i)=1.833131156074332e-06, x_1=9.986480963503278e-01,x_2=9.972906124577432e-01
第5276次迭代：f(x_i)=1.829911581965063e-06, x_1=9.986473688254577e-01,x_2=9.972948338041321e-01
第5277次迭代：f(x_i)=1.826697271827787e-06, x_1=9.986504704794297e-01,x_2=9.972953680391143e-01
第5278次迭代：f(x_i)=1.823488338799082e-06, x_1=9.986497446295819e-01,x_2=9.972995839422751e-01
第5279次迭代：f(x_i)=1.820284341885537e-06, x_1=9.986528420068574e-01,x_2=9.973001166512765e-01
第5280次迭代：f(x_i)=1.817087709920264e-06, x_1=9.986521168911332e-01,x_2=9.973043218873884e-01
第5281次迭代：f(x_i)=1.813896646723996e-06, x_1=9.986552068456638e-01,x_2=9.973048546510316e-01
第5282次迭代：f(x_i)=1.810709616850552e-06, x_1=9.986544842891817e-01,x_2=9.973090553645061e-01
第5283次迭代：f(x_i)=1.807528729437938e-06, x_1=9.986575700581670e-01,x_2=9.973095865695174e-01
第5284次迭代：f(x_i)=1.804353980347419e-06, x_1=9.986568479042016e-01,x_2=9.973137781577928e-01
第5285次迭代：f(x_i)=1.801184851894929e-06, x_1=9.986599275670097e-01,x_2=9.973143087716264e-01
第5286次迭代：f(x_i)=1.798020720337570e-06, x_1=9.986592069263409e-01,x_2=9.973184950299857e-01
第5287次迭代：f(x_i)=1.794861634651169e-06, x_1=9.986622824922580e-01,x_2=9.973190240537420e-01
第5288次迭代：f(x_i)=1.791709756625394e-06, x_1=9.986615624313514e-01,x_2=9.973231997946342e-01
第5289次迭代：f(x_i)=1.788563298398928e-06, x_1=9.986646307756984e-01,x_2=9.973237287981829e-01
第5290次迭代：f(x_i)=1.785421011645609e-06, x_1=9.986639131076406e-01,x_2=9.973279001225239e-01
第5291次迭代：f(x_i)=1.782284462665611e-06, x_1=9.986669774441603e-01,x_2=9.973284275042971e-01
第5292次迭代：f(x_i)=1.779154406934511e-06, x_1=9.986662602791021e-01,x_2=9.973325883855586e-01
第5293次迭代：f(x_i)=1.776030333279562e-06, x_1=9.986693174942859e-01,x_2=9.973331157098073e-01
第5294次迭代：f(x_i)=1.772909862839605e-06, x_1=9.986686026394863e-01,x_2=9.973372722271950e-01
第5295次迭代：f(x_i)=1.769795566837444e-06, x_1=9.986716559348765e-01,x_2=9.973377978984402e-01
第5296次迭代：f(x_i)=1.766687303363245e-06, x_1=9.986709412574590e-01,x_2=9.973419454971401e-01
第5297次迭代：f(x_i)=1.763584336384975e-06, x_1=9.986739887315731e-01,x_2=9.973424704731726e-01
第5298次迭代：f(x_i)=1.760486649865028e-06, x_1=9.986732757351751e-01,x_2=9.973466105650715e-01
第5299次迭代：f(x_i)=1.757394940273628e-06, x_1=9.986763174356097e-01,x_2=9.973471348284553e-01
第5300次迭代：f(x_i)=1.754307824385155e-06, x_1=9.986756056775113e-01,x_2=9.973512697841641e-01
第5301次迭代：f(x_i)=1.751225699968072e-06, x_1=9.986786416227778e-01,x_2=9.973517920110434e-01
第5302次迭代：f(x_i)=1.748147362040739e-06, x_1=9.986779325774119e-01,x_2=9.973559245498244e-01
第5303次迭代：f(x_i)=1.745073967846935e-06, x_1=9.986809657360046e-01,x_2=9.973564445826030e-01
第5304次迭代：f(x_i)=1.742008596315400e-06, x_1=9.986802564053761e-01,x_2=9.973605650346787e-01
第5305次迭代：f(x_i)=1.738948049577303e-06, x_1=9.986832817695404e-01,x_2=9.973610853852917e-01
第5306次迭代：f(x_i)=1.735891453859092e-06, x_1=9.986825750700374e-01,x_2=9.973652034650364e-01
第5307次迭代：f(x_i)=1.732839516140548e-06, x_1=9.986855945644268e-01,x_2=9.973657210507380e-01
第5308次迭代：f(x_i)=1.729790394833752e-06, x_1=9.986848917893505e-01,x_2=9.973698374119776e-01
第5309次迭代：f(x_i)=1.726747346302325e-06, x_1=9.986879082138063e-01,x_2=9.973703529648653e-01
第5310次迭代：f(x_i)=1.723710844987605e-06, x_1=9.986872050432841e-01,x_2=9.973744594603905e-01
第5311次迭代：f(x_i)=1.720679185747593e-06, x_1=9.986902153434628e-01,x_2=9.973749745149927e-01
第5312次迭代：f(x_i)=1.717652726919178e-06, x_1=9.986895141963131e-01,x_2=9.973790733863618e-01
第5313次迭代：f(x_i)=1.714632384448707e-06, x_1=9.986925184204325e-01,x_2=9.973795879248593e-01
第5314次迭代：f(x_i)=1.711615963149139e-06, x_1=9.986918188613327e-01,x_2=9.973836815127036e-01
第5315次迭代：f(x_i)=1.708605298066783e-06, x_1=9.986948189614341e-01,x_2=9.973841945647151e-01
第5316次迭代：f(x_i)=1.705600479573273e-06, x_1=9.986941198358450e-01,x_2=9.973882792322858e-01
第5317次迭代：f(x_i)=1.702600994511911e-06, x_1=9.986971139514271e-01,x_2=9.973887917349716e-01
第5318次迭代：f(x_i)=1.699606200299639e-06, x_1=9.986964163381908e-01,x_2=9.973928711727260e-01
第5319次迭代：f(x_i)=1.696616267254121e-06, x_1=9.986994064144706e-01,x_2=9.973933821591019e-01
第5320次迭代：f(x_i)=1.693633049811180e-06, x_1=9.986987091636053e-01,x_2=9.973974527428394e-01
第5321次迭代：f(x_i)=1.690654162043831e-06, x_1=9.987016933458236e-01,x_2=9.973979631471658e-01
第5322次迭代：f(x_i)=1.687680954114310e-06, x_1=9.987009979249538e-01,x_2=9.974020262616093e-01
第5323次迭代：f(x_i)=1.684713041829832e-06, x_1=9.987039762598634e-01,x_2=9.974025360667442e-01
第5324次迭代：f(x_i)=1.681749838341663e-06, x_1=9.987032822381803e-01,x_2=9.974065940316367e-01
第5325次迭代：f(x_i)=1.678791291428857e-06, x_1=9.987062566602118e-01,x_2=9.974071022759655e-01
第5326次迭代：f(x_i)=1.675839627627986e-06, x_1=9.987055628943596e-01,x_2=9.974111514859346e-01
第5327次迭代：f(x_i)=1.672891924440041e-06, x_1=9.987085315579245e-01,x_2=9.974116590990899e-01
第5328次迭代：f(x_i)=1.669950248757999e-06, x_1=9.987078395084039e-01,x_2=9.974157009312520e-01
第5329次迭代：f(x_i)=1.667013321071901e-06, x_1=9.987108024594044e-01,x_2=9.974162078964840e-01
第5330次迭代：f(x_i)=1.664081627928344e-06, x_1=9.987101120876010e-01,x_2=9.974202423816556e-01
第5331次迭代：f(x_i)=1.661155408055789e-06, x_1=9.987130693716499e-01,x_2=9.974207486823484e-01
第5332次迭代：f(x_i)=1.658233691318316e-06, x_1=9.987123802505989e-01,x_2=9.974247781235640e-01
第5333次迭代：f(x_i)=1.655316592870025e-06, x_1=9.987153337877354e-01,x_2=9.974252828052681e-01
第5334次迭代：f(x_i)=1.652406365104811e-06, x_1=9.987146454118603e-01,x_2=9.974292999511513e-01
第5335次迭代：f(x_i)=1.649502295228424e-06, x_1=9.987175934255262e-01,x_2=9.974298059831864e-01
第5336次迭代：f(x_i)=1.646604771696295e-06, x_1=9.987169042161109e-01,x_2=9.974338116569663e-01
第5337次迭代：f(x_i)=1.643712393815496e-06, x_1=9.987198452084053e-01,x_2=9.974343177201269e-01
第5338次迭代：f(x_i)=1.640823607019363e-06, x_1=9.987191583916728e-01,x_2=9.974383191035541e-01
第5339次迭代：f(x_i)=1.637940420761566e-06, x_1=9.987220954381112e-01,x_2=9.974388236652495e-01
第5340次迭代：f(x_i)=1.635062799887591e-06, x_1=9.987214092044823e-01,x_2=9.974428149802491e-01
第5341次迭代：f(x_i)=1.632191165920558e-06, x_1=9.987243412198448e-01,x_2=9.974433198648041e-01
第5342次迭代：f(x_i)=1.629325431622521e-06, x_1=9.987236546036633e-01,x_2=9.974473016193259e-01
第5343次迭代：f(x_i)=1.626464529500356e-06, x_1=9.987265806677954e-01,x_2=9.974478060176901e-01
第5344次迭代：f(x_i)=1.623608254030635e-06, x_1=9.987258957900004e-01,x_2=9.974517817770507e-01
第5345次迭代：f(x_i)=1.620757101056741e-06, x_1=9.987288171000023e-01,x_2=9.974522850964148e-01
第5346次迭代：f(x_i)=1.617911195638522e-06, x_1=9.987281332504210e-01,x_2=9.974562526834782e-01
第5347次迭代：f(x_i)=1.615070644384026e-06, x_1=9.987310486980261e-01,x_2=9.974567554844367e-01
